63.232002,289.94
63.232002,384.944
98.3944,289.94
98.3944,384.944
133.5568,289.94
133.5568,384.944
168.7192,289.94
168.7192,384.944
203.88159,289.94
203.88159,384.944
239.04399,289.94
239.04399,384.944
274.2064,289.94
274.2064,384.944
309.36877,289.94
309.36877,384.944
344.5312,289.94
344.5312,384.944
379.6936,289.94
379.6936,384.944
414.85602,289.94
414.85602,384.944
450.01843,289.94
450.01843,384.944
485.18085,289.94
485.18085,384.944
520.34326,289.94
520.34326,384.944
555.5057,289.94
555.5057,384.944
